zone;continent;year;decade;INPUT_EXPENDITURE_R&D;INPUT_GOV_BUDGET_R&D;INPUT_HUMAN_R&D;INPUT_SECTORAL_R&D;OUTPUT_PATENTS;OUTPUT_TRADE_EXPORTS;MACRO_GDP;MACRO_EMPLOYMENT
Costa Rica;America;2019;2010;-0.5971648817301227;-0.47838997176828957;-0.6119483059763511;0.1785768354759954;-0.6390147333020898;-0.5668001614318645;1.4074737541105928;-0.3545112097461881
Costa Rica;America;2020;2020;-3.1745319234947695;-0.4783898513429683;-1.8933986251627435;0.11969575586689116;-0.6369614204155115;-0.5662880344131522;1.4314584174859473;-0.355841785232631
Costa Rica;America;2021;2020;-3.2834174684107427;-0.4783898566946522;-1.8508919947442497;0.14286776239743415;-0.6386637310927762;-0.5652437658944599;1.4839062622930987;-0.3549295988797914
Costa Rica;America;2022;2020;-0.994388943849515;-0.47838996659872535;-0.972923753975523;-0.11753594769148852;-0.6381099126571806;-0.5601655602666289;1.585723788617481;-0.35396973512028934
Costa Rica;America;2023;2020;-1.0012229478143873;-0.4783899373610287;-0.9723270486422709;-0.4453420025598057;-0.638813910149882;-0.5601551513093231;1.539237057224813;-0.3541213254910546
Costa Rica;America;2024;2020;-0.5971648536714967;-0.4783899478137143;-0.6119482730788783;0.17857682733690508;-0.6397048512479381;-0.5606789016557251;1.5074961779992069;-0.35593323975366575
Croatie;Europe;1981;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1982;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1983;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1984;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1985;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1986;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1987;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1988;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1989;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Croatie;Europe;1990;1990;-0.597164888023993;-0.47838997714157466;-0.6119483133556304;0.1785768373016863;-0.6414013554215129;-0.4512601486016426;-0.1566041313068796;-0.31553362177514327
Croatie;Europe;1991;1990;-0.5971648871404744;-0.4783899763872856;-0.6119483123197442;0.17857683704540017;-0.6409642271039125;-0.4512601478948849;-1.048948789946957;-0.33927352401836114
Croatie;Europe;1992;1990;-0.5971648617356802;-0.47838995469837403;-0.6119482825337696;0.17857682967611868;-0.63923361128741;-0.4512601275726929;-1.0364584307067657;-0.33999508241465043
Croatie;Europe;1993;1990;-0.5971649384718991;-0.4784502666942004;-0.6119483725035231;0.17857685193533454;-0.6394799853991068;-0.45126018895670444;-0.8224650295739718;-0.36260132544596413
Croatie;Europe;1994;1990;-0.597164962703364;-0.47839004089781917;-0.6119484009138219;0.1785768589642631;-0.6399237617486493;-0.45126020834030905;-0.5670313685759777;-0.3692001966631526
Croatie;Europe;1995;1990;-0.5971648917126018;-0.4783899802906619;-0.6119483176803573;0.1785768383716575;-0.6394427734343247;-0.45126015155229116;-0.4533317650573323;-0.35998081532960735
Croatie;Europe;1996;1990;-0.5971649034707821;-0.4783899903290084;-0.6119483314662929;0.1785768417824051;-0.6393912945387161;-0.5438478438915211;-0.43044079914485744;-0.360232594017928
Croatie;Europe;1997;1990;-0.597164873045751;-0.47838996435415504;-0.6119482957943174;0.17857683295688118;-0.6379752163959469;-0.5417964503768403;-0.38770433856195013;-0.3603153230820322
Croatie;Europe;1998;1990;-0.5971648796348684;-0.4783899699795021;-0.6119483035197602;0.17857683486821574;-0.636794425200279;-0.5467248367578382;-0.3334721301291928;-0.3603570194708044
Croatie;Europe;1999;1990;-0.5971649000754221;-0.4783899874302776;-0.6119483274853866;0.1785768407974979;-0.637561224775262;-0.5465100148480329;-0.30827907946181377;-0.36042710367074604
Croatie;Europe;2000;2000;-0.5971648631622958;-0.4783899559163229;-0.6119482842064121;0.17857683008994338;-0.6353467944189721;-0.5441904303570727;-0.276024522183653;-0.36061673941731087
Croatie;Europe;2001;2000;-0.5971649056672249;-0.47838999220418427;-0.6119483340415232;0.17857684241953703;-0.6353052025601632;-0.5515911505182445;-0.24329344888403187;-0.36133902932441975
Croatie;Europe;2002;2000;-1.8075984441292925;-0.8631966789459732;-2.5328772934689967;-0.08717276810518604;-0.6285298773233171;-0.5541788441766563;-0.21234223172670677;-0.3612462439533487
Croatie;Europe;2003;2000;-2.018879386816726;-0.8658804818728412;-2.544669703785463;-0.02261600897448446;-0.6301454644729445;-0.555821254214368;-0.17630543463441012;-0.36100280111389094
Croatie;Europe;2004;2000;-1.6885380044199394;-0.8599229575060263;-2.445468450770397;-0.21724229482080887;-0.6314894195357749;-0.5550734455051751;-0.14466472349397386;-0.3609130876513965
Croatie;Europe;2005;2000;-2.357183697951773;-0.9848152118393318;-2.7279555335438594;-0.920568855806744;-0.6316013030385023;-0.5552361435921525;-0.11645656696678851;-0.3608029374599167
Croatie;Europe;2006;2000;-2.678042120191306;-1.122495762170498;-2.6677102253161062;-0.9581694262615763;-0.6317460007329359;-0.558061767801986;-0.08036062848695633;-0.36047036796078663
Croatie;Europe;2007;2000;-2.4048496514037487;-1.3406848507627394;-2.673611895359363;-2.164919239250502;-0.6298605579448697;-0.559322917515903;-0.03886483594053795;-0.36013463057878214
Croatie;Europe;2008;2000;-2.056053114878717;-1.381565049311509;-2.6755841826830657;-0.9055258644406571;-0.63486230670462;-0.557855072915396;0.016996373339414127;-0.3599105985861499
Croatie;Europe;2009;2000;-2.2370021300494383;-1.4452408117289537;-2.580991444017371;-1.3151765646910214;-0.6365146731893419;-0.5587844996771862;0.04880358781302743;-0.36000238765417636
Croatie;Europe;2010;2010;-2.3764975026329385;-1.4313384765738015;-2.6428776736429334;-1.7768825777423638;-0.6349845237806814;-0.5544151723863073;0.05892149562034487;-0.360478768427469
Croatie;Europe;2011;2010;-2.351582215029798;-1.4450415932496656;-2.6540053426921117;-1.5808106502518862;-0.6347607600415343;-0.5546079748879931;0.07735600176000096;-0.3609663076490867
Croatie;Europe;2012;2010;-2.2931581172814997;-1.4809371255887003;-2.6978787986230426;-1.6994951730565704;-0.6354440926390378;-0.553785627990476;0.09321097130378664;-0.36140190516701043
Croatie;Europe;2013;2010;-1.9756558354386908;-1.5783433522810837;-2.6976993311436743;-1.274362986500985;-0.634309509181515;-0.5543437518943788;0.10153816418845185;-0.3617469646173701
Croatie;Europe;2014;2010;-2.0614176681707868;-1.591588581392178;-2.770791387761568;-0.9085706311171787;-0.633071953734884;-0.5565362684992846;0.10297831083025452;-0.3615555208941956
Croatie;Europe;2015;2010;-1.7779187444920919;-1.529254685485889;-2.73127973804189;0.7004017010084118;-0.6380823575790736;-0.5518245967281699;0.10439504772177341;-0.3615353520326076
Croatie;Europe;2016;2010;-1.9021338572580844;-1.502395111409695;-2.491035514466193;0.6271872124786069;-0.63129619809962;-0.5404977532882596;0.10450355463182513;-0.36164713296289214
Croatie;Europe;2017;2010;-1.8427246454310315;-1.435099641586014;-2.505070866202439;0.5872867599126865;-0.6360028260214736;-0.5319383159477158;0.11868541722708502;-0.3615577058314648
Croatie;Europe;2018;2010;-1.860695025801565;-1.3431804378483754;-2.346676746167422;-0.6985280368466901;-0.6374742419203984;-0.5423563541558614;0.14233835364264094;-0.36143381623974724
Croatie;Europe;2019;2010;-1.5174061065977096;-1.3865159915017995;-2.201745220802777;-0.3155665002037193;-0.6347321793627173;-0.5419949102209703;0.16596117981953873;-0.36195276641969937
Croatie;Europe;2020;2020;-1.21501934205161;-1.4800556260863171;-2.170891745295499;-0.4227006204820438;-0.6374507138726894;-0.5443085137313604;0.17568635333439095;-0.36220059872279603
Croatie;Europe;2021;2020;-1.1311234210103829;-1.5266797506847118;-2.044373814490534;-2.0607510172851486;-0.6343362603448729;-0.5435880743248577;0.2011716981885624;-0.3621772805802473
Croatie;Europe;2022;2020;-0.6578356809676986;-1.5047326986740674;-1.8030429313024599;-2.8516411451840358;-0.6338026707830225;-0.5434986259482322;0.3014254954931586;-0.3619633189673507
Croatie;Europe;2023;2020;-0.6525182684322802;-1.3926546315184913;-1.449078009451582;0.17857685179799404;-0.620191914014922;-0.4747084361056305;0.4601200301341188;-0.36162428156584875
Croatie;Europe;2024;2020;-0.5971648372408845;-0.47838993378635847;-0.6119482538147275;0.17857682257080457;-0.6086865225072317;-0.4512601079784407;0.5431928284543265;-0.36095393920622415
Danemark;Europe;1981;1980;-1.7511450020966104;-0.6173473798266789;-1.0317675210845763;0.28603939067413336;-0.5953771933832962;-0.44985071183993053;-0.5545248446113523;-0.35198708157362774
Danemark;Europe;1982;1980;-1.6052775125312102;-0.6027637572014694;-1.049087105606051;0.20666307140924908;-0.5970034819098341;-0.44979393380883825;-0.5064702057718916;-0.3519261543916215
Danemark;Europe;1983;1980;-1.4389092544465785;-0.7153029944975069;-1.0034507839594902;0.16644473100420434;-0.5958951503857042;-0.4485712148672032;-0.46770411801615364;-0.3519303832878124
Danemark;Europe;1984;1980;-1.3139995419811559;-0.7271926691293976;-0.9620071372793201;0.293957477073898;-0.5964833075311176;-0.44836484840169244;-0.434436362703582;-0.3517038851912012
Danemark;Europe;1985;1980;-1.1979488584966642;-0.7231783396363481;-0.9253359025626614;0.38703587513453835;-0.5886296660929825;-0.44678092728474555;-0.4094935448620554;-0.35130965452306695
Danemark;Europe;1986;1980;-1.055029435366314;-0.718261009992164;-0.8735696856460446;0.18601828855679817;-0.5850158916691944;-0.4427208686677596;-0.39459720936913306;-0.35086760844247306
Danemark;Europe;1987;1980;-0.9010645444921146;-0.7536049734155518;-0.8232436421384566;0.03382262756656611;-0.5831365063444567;-0.43435013434948916;-0.3645333015800519;-0.35070536734226426
Danemark;Europe;1988;1980;-0.77948545406952;-0.8782840600369225;-0.812968053525979;-0.022302895191121993;-0.5700214747952138;-0.4324483959207493;-0.3392696477970146;-0.35078123921322907
Danemark;Europe;1989;1980;-0.7013659093507248;-0.8561214779024359;-0.8021442341383125;-0.06791473799519934;-0.543257836346731;-0.4263923627662199;-0.3062165651304548;-0.35082913058778187
Danemark;Europe;1990;1990;-0.47692322933747044;-0.8210071305833085;-0.7416156945647434;0.009210133769632214;-0.5354059328382005;-0.41405354586351284;-0.28899503909433394;-0.35087028951169263
Danemark;Europe;1991;1990;-0.28148975314415964;-0.7636166466044546;-0.682920847942908;0.06768417546908767;-0.5290400783366312;-0.3955827346911772;-0.27045573401448125;-0.35098589498849414
Danemark;Europe;1992;1990;-0.22431901007684676;-0.7197234572944755;-0.6699737729802688;-0.048354956454394395;-0.5216188228930816;-0.38828370802935264;-0.2583133097735521;-0.3510597333949826
Danemark;Europe;1993;1990;-0.09170070580338228;-0.7319521212229115;-0.6546253169645534;-0.1529855716161355;-0.4885201216171638;-0.33293604905610097;-0.2545395961816611;-0.35126801131521007
Danemark;Europe;1994;1990;-0.597164886471122;-0.7356452356577485;-0.611948311534959;0.17857683685123815;-0.4871178521891244;-0.4512601473594464;-0.24277360523824598;-0.3508716792470588
Danemark;Europe;1995;1990;-0.03446181540775092;-0.8019264777382604;-0.6531207812995169;-0.5980622828264311;-0.47969004615054633;-0.1411267191332186;-0.23313553901700637;-0.3506696311254367
Danemark;Europe;1996;1990;0.19012903409605453;-0.9052014084980544;-0.6022852960341099;-0.2416934582387805;-0.4509098127085886;0.051913230365206155;-0.21734386367884317;-0.35037480899340107
Danemark;Europe;1997;1990;0.36438745007888806;-0.8818814173828855;-0.5488863620625302;0.04642595918414186;-0.4614471123424085;0.007393145575071234;-0.20126823672027971;-0.3500478281098981
Danemark;Europe;1998;1990;0.7835735188336632;-0.8814579061249563;-0.23850172704965078;0.3789539233348644;-0.4196503648249949;-0.018688625753357696;-0.1913577837728759;-0.3497284414960862
Danemark;Europe;1999;1990;0.9267721756789429;-0.7779428713870373;-0.18231639054253407;0.35249122718425924;-0.4078266755843845;0.005941098300232021;-0.1770630583733422;-0.3495124503729179
Danemark;Europe;2000;2000;0.8955927760014368;-0.7296011314594829;-0.16118130810948492;0.27511502673903737;-0.3651314346644366;-0.0023815993980487223;-0.15205330083760693;-0.3493087732091594
Danemark;Europe;2001;2000;1.3166843430573283;-0.722456281903233;-0.08907223728662668;0.17102075971802946;-0.3538984030714053;-0.04061016316885792;-0.13017614211755535;-0.34905610254695857
Danemark;Europe;2002;2000;1.5472253632366444;-0.7303333126200795;0.4272003825603523;0.08835874876647581;-0.361778648863025;-0.07721884962818434;-0.10946868620968876;-0.3489743594588213
Danemark;Europe;2003;2000;1.6135456579986356;-0.7632421122312408;0.14497827677951766;0.15558297981285643;-0.3347540735098572;-0.0776698950422046;-0.09555812943643407;-0.34908938362792824
Danemark;Europe;2004;2000;1.501514549162225;-0.7787484301496089;0.19560210714389853;0.15820499958180248;-0.3152799046040074;-0.09324697414540417;-0.07704809381472036;-0.3491331186341614
Danemark;Europe;2005;2000;1.4658045398452284;-0.8372754818802561;0.2197009400624482;0.159789590420502;-0.3200103365738012;-0.08090081655070351;-0.049340685805325454;-0.34881589331877066
Danemark;Europe;2006;2000;1.5158180707440554;-0.7924437535091052;0.18699427305302171;0.1736126083011852;-0.35155421692426814;-0.1341539987409351;-0.030187526609053623;-0.3483314807462172
Danemark;Europe;2007;2000;1.7192769420754888;-0.7953734754609568;0.44404174941840197;0.20173874610341494;-0.2997447564069323;-0.17188272379308095;-0.0066889465293523045;-0.3478017028953277
Danemark;Europe;2008;2000;1.9197547273515645;-0.7647704308779437;0.5318744966311562;0.17934001718537154;-0.3088408288998556;-0.19519439789708729;0.03558035335478875;-0.34743668371883674
Danemark;Europe;2009;2000;2.59765715408734;-0.7613308864069469;0.4247475321926497;-0.3426345504933227;-0.3935058749408139;-0.21075468409987194;0.040803490621176296;-0.347932778628656
Danemark;Europe;2010;2010;2.455668192206035;-0.7029597866520036;0.3450086726293715;-0.10557528728828709;-0.35663409812673125;-0.15935163985996303;0.07412125908016118;-0.3482762992984365
Danemark;Europe;2011;2010;2.5226272950650297;-0.7985739480364057;0.3639660730413275;-0.13827809825568824;-0.35772791089334627;-0.12121603744959822;0.08072437310982344;-0.3482097709934588
Danemark;Europe;2012;2010;2.5642792896599724;-0.7925021680110497;0.2242399764915541;0.20281766148578953;-0.35512329844727736;-0.10157048954184586;0.10766084924953932;-0.348259276458268
Danemark;Europe;2013;2010;2.5716446074403247;-0.7950784582208373;0.13972735597601388;0.4106595267654319;-0.35448371757759733;-0.07094005196590912;0.11642630701192686;-0.3481655084378781
Danemark;Europe;2014;2010;1.309592291731711;-0.7148221605605796;0.10054635958201912;0.1397797241756615;-0.3334207677905712;-0.08311612971407761;0.1279319432856937;-0.34793133413457406
Danemark;Europe;2015;2010;2.7851647225795735;-0.6511702489907375;0.20810006762436864;0.4152522324408526;-0.3439174402372214;-0.07845862605775876;0.1325433737744071;-0.3475105993085369
Danemark;Europe;2016;2010;1.4751092587452013;-0.7539154492775103;0.180248597350838;-0.1439004199096523;-0.35138162982917587;-0.06784904801796943;0.13661529699506106;-0.3470271442103081
Danemark;Europe;2017;2010;2.663535610143182;-0.6871087636135951;0.12059998343252341;0.15270126999815006;-0.3343026161281331;-0.07798487559701325;0.14859030443905455;-0.3466019145357141
Danemark;Europe;2018;2010;1.3966426175377837;-0.7516401081147137;0.05639516195330402;-0.07612463157977671;-0.3382957346502018;-0.07708287198738926;0.15514314137198656;-0.34619311158755883
Danemark;Europe;2019;2010;2.7769669607826946;-0.7262469959173327;0.14905576344702642;0.25249347952026996;-0.3341860311113867;-0.014854040983442285;0.16549352214640034;-0.3458245831030142
Danemark;Europe;2020;2020;1.4028973807231198;-0.7219680821293717;0.10205055107152888;0.06256499972125185;-0.30116376967140973;-0.01103878876608041;0.19851132327754878;-0.3459956057060368
Danemark;Europe;2021;2020;1.2670754396937698;-0.5811247872073485;0.031236800709563195;0.002960421775757653;-0.2913750129705018;-0.04686901557561852;0.2321407388649881;-0.3454491141030183
Danemark;Europe;2022;2020;1.4768480607604695;-0.5602049625991746;0.2103269647879424;0.0035839284356016018;-0.24951835609378042;-0.04905063075621791;0.3464372089754392;-0.3444497961197563
Danemark;Europe;2023;2020;1.5664922653208408;-0.5555827098709671;0.20841881000728127;0.003563155591457278;-0.28020969446790195;-0.04918808294074506;0.29504690211815915;-0.3440121750690467
Danemark;Europe;2024;2020;-0.5971649025822807;-0.4783899895704656;-0.6119483304245653;0.17857684152467354;-0.5937742628875959;-0.45126016024733123;0.31642227276092766;-0.3437270902710315
Espagne;Europe;1981;1980;-3.0545051382559114;-0.14888019974113115;-1.7179760053605126;0.7943652448838979;-0.6268433760785083;-0.4500715028216218;-0.7895721192753167;-0.15951561512829707
Espagne;Europe;1982;1980;-2.8089089472262576;0.07938415585329156;-1.802214756246676;0.7448097959460621;-0.6268988298177007;-0.45019649500785136;-0.7541562019140245;-0.15942444974049086
Espagne;Europe;1983;1980;-2.823938355275258;0.04634733235237883;-1.8043960489245414;0.8021370903471595;-0.626794344346038;-0.4502137239716227;-0.7189401227344165;-0.15900979534730103
Espagne;Europe;1984;1980;-2.6313499029403093;0.19030501219202914;-1.7230338986921974;0.708986660400148;-0.6264096380396514;-0.44987030007421225;-0.6829237943262296;-0.16020254880913698
Espagne;Europe;1985;1980;-2.4580083973477898;0.6564332759727158;-1.6097844870690405;0.0674737338241656;-0.6266005706369717;-0.4494107786407432;-0.6513429502849808;-0.16046121263705457
Espagne;Europe;1986;1980;-2.3045760809826024;0.18284758329042977;-1.4922641209309309;0.35491707704758807;-0.6265377221490165;-0.4451295936636505;-0.6079020931837872;-0.15819918597305863
Espagne;Europe;1987;1980;-2.332609105085273;0.9303236942300248;-1.432613046095269;0.29862681161372606;-0.6233635018868999;-0.42613907423773767;-0.5816144051266491;-0.15400816166538703
Espagne;Europe;1988;1980;-2.11709787421044;1.2728951114270497;-1.30195467157373;0.14882897831998185;-0.6233336082434868;-0.40212853831489814;-0.5538267593255156;-0.15074949104681654
Espagne;Europe;1989;1980;-2.0210453975585887;1.8438772686403904;-1.1729572971163849;-0.039223618185108014;-0.6118308944870783;-0.3819898728469946;-0.5196271874033942;-0.14732448903460788
Espagne;Europe;1990;1990;-1.8005853783413455;1.699544441047374;-1.1927350697395431;-0.22802819792536114;-0.6072571476914764;-0.3801016851224379;-0.4807826370767097;-0.14368843436664647
Espagne;Europe;1991;1990;-1.7873052783955934;1.5540825657542154;-1.1906317362096128;-0.024303459650193603;-0.6040759239573441;-0.3768919958563648;-0.44131679922751493;-0.14230388865855742
Espagne;Europe;1992;1990;-1.8859609045864043;1.3502561889550204;-1.1279752062021193;-0.015380323928549582;-0.5951909014942445;-0.294491577858444;-0.4004573786457211;-0.1432596841917333
Espagne;Europe;1993;1990;-2.0314938045405753;0.9876706466888192;-1.1238486020589875;-0.07356664118937942;-0.6025685702477523;-0.23787353710722717;-0.37100039455370803;-0.14556152738501732
Espagne;Europe;1994;1990;-2.173449686552192;0.8214059771252176;-1.1506870224289094;-0.07450375698110506;-0.5885320493662257;-0.1696035554896508;-0.34467232641745604;-0.14571559083547211
Espagne;Europe;1995;1990;-1.8938601005670403;0.8276190654124137;-0.9721332323756723;0.1878713137411305;-0.5824808326707582;-0.05949789937684015;-0.30988311901207727;-0.1437843010232298
Espagne;Europe;1996;1990;-1.8526289552517028;0.8155617964033488;-0.9630139074097687;0.2967782852877914;-0.5705553995409952;-0.010547289882522855;-0.28375333440101314;-0.1418260132589989
Espagne;Europe;1997;1990;-1.8639875301283355;1.467771366578582;-0.8163111812996209;0.20722088295643534;-0.5634965973929167;-0.06196500908239389;-0.26490254330511837;-0.13771867238132815
Espagne;Europe;1998;1990;-1.5184926538179666;2.2187773446115178;-0.7352163598148079;0.4362812166691857;-0.5452473695638219;-0.06671399156468516;-0.24426236374872268;-0.13287094672591004
Espagne;Europe;1999;1990;-1.559276948703377;1.9313729992353608;-0.5793131575145971;0.28703433511006515;-0.5235307889866178;-0.0505720402972534;-0.22314970920289173;-0.12769805280319657
Espagne;Europe;2000;2000;-1.342918338926598;2.114753845544884;-0.3131501584916496;0.0003795019624422633;-0.5010630292996389;-0.05632678552702234;-0.1949900954827277;-0.12162226049712986
Espagne;Europe;2001;2000;-1.4117303364602614;2.5421717649430584;-0.3590510425551727;-0.16256061329170227;-0.46513730896464456;-0.07086535679396509;-0.1594466077275363;-0.11712634037969073
Espagne;Europe;2002;2000;-1.1653514136728633;1.8889239236700088;-0.039649644997117414;0.06361963456232542;-0.4609650627048129;0.018125451029001056;-0.12310210025017022;-0.11165133517743364
Espagne;Europe;2003;2000;-0.9958434914434562;1.6773745068283374;0.05621743087600932;-0.19080404861120606;-0.4668392022612353;0.0334985037299626;-0.08599654645841433;-0.1048392286287088
Espagne;Europe;2004;2000;-0.973962050007678;0.36197421530880036;0.261634385080561;-0.11395384830586973;-0.41131544449482976;0.030647246055800947;-0.048335270006948726;-0.0977640080750675
Espagne;Europe;2005;2000;-0.8840685226374536;0.2651517963837374;0.41932631592327013;-0.37406470025188576;-0.3878164518397709;0.11515646533736931;-0.0062014643580839855;-0.08933442182737455
Espagne;Europe;2006;2000;-0.6675144649929252;0.24107451031124658;0.6063567977729369;-0.5513002380049364;-0.37220322199653794;0.067221538544892;0.03610126699304395;-0.08124468618204184
Espagne;Europe;2007;2000;-0.5329505346862764;0.3694572125502508;0.753707623175522;-0.9728058053872105;-0.3474371799462123;0.11173042045361273;0.07470234900707612;-0.07345702001499248
Espagne;Europe;2008;2000;-0.3235719206136527;0.22928050516525428;1.3003527295632502;-1.0683074339189766;-0.3084000916082332;0.09445030030083076;0.10221297325579687;-0.07048116564588436
Espagne;Europe;2009;2000;-0.37408191899498977;0.08956667350368074;0.9889504563583111;-1.0222443813142155;-0.29822332060123846;0.05565580496474724;0.10484639041315243;-0.0778784889103025
Espagne;Europe;2010;2010;-0.3727151160657654;0.123511032353363;0.9904404244203892;-0.985454701694501;-0.2889000650820445;0.10327924670578267;0.10825522059472399;-0.07951868887224102
Espagne;Europe;2011;2010;-0.3800688392144872;0.2687957450354239;0.9338405313427112;-0.8179104434643345;-0.2930276927228616;0.10505061943053824;0.10651765488120714;-0.08199024194577251
Espagne;Europe;2012;2010;-0.4253212851156944;-0.03750816102515218;0.9002965100887744;-0.7144436902996597;-0.2967780654307855;0.1148660808598584;0.10410045657130484;-0.08735826057744905
Espagne;Europe;2013;2010;-0.42627009036854824;0.20014016341809954;0.8348457612815251;-0.7349471988079945;-0.3027528798388181;0.16224132090528967;0.10907302368089394;-0.09066299212256881
Espagne;Europe;2014;2010;-0.4899079696657158;0.12266082203697953;0.8274700729849855;-0.683861589885239;-0.3124342508631628;0.0750330354452056;0.10647080723301347;-0.09000649471132469
Espagne;Europe;2015;2010;-0.5148486155719786;0.12850943896244543;0.8423924644352185;-0.7961187662271488;-0.31279186357633265;0.01675874155654227;0.11285984793050406;-0.08674615826514362
Espagne;Europe;2016;2010;-0.5214717228561547;0.11641770241485998;0.9166035151934614;-0.6601404290873234;-0.3263614819518198;0.05187875964464728;0.11709822020300736;-0.08395495511674346
Espagne;Europe;2017;2010;-0.40473926640710967;0.036501004131349706;1.0226509248396976;-0.6343047227726728;-0.32206519145606954;0.03663311259177635;0.1317166208002991;-0.08033603960377066
Espagne;Europe;2018;2010;-0.25831315248371256;0.1700906298187202;1.1952795760384367;-0.688353668536707;-0.3097509724307841;-0.020587196739157335;0.14573520460219222;-0.07673485299606242
Espagne;Europe;2019;2010;-0.2011132059704547;0.13632063077707204;1.2441299350007802;-0.7582027287084684;-0.2818545829097178;0.012234568043191648;0.1626926622156677;-0.07181222478942414
Espagne;Europe;2020;2020;0.024131698318031764;0.2211104249991945;1.270724532312538;-0.7488753757054711;-0.26027439046687273;0.020136250727331956;0.1764374129592405;-0.076765927335172
Espagne;Europe;2021;2020;0.12116481653920329;0.03865807533263505;1.484764522313767;-0.7962103883960079;-0.2965108247703493;0.006766080169896884;0.20768568932809714;-0.07342102862836347
Espagne;Europe;2022;2020;0.21137896497368086;0.22886097020860977;1.6635635876378305;-0.9289733259462157;-0.2952764167693966;0.006619849008893313;0.266816962403836;-0.0671213110602995
Espagne;Europe;2023;2020;-0.04539149187184349;0.4026559400635627;0.4676799282843709;0.17857683223804074;-0.6105937010427198;-0.4521792389142261;0.3489018393349014;-0.06067917980942813
Espagne;Europe;2024;2020;-0.5971648369982429;-0.4783899335792071;-0.611948253530241;0.1785768225004204;-0.6086865223308239;-0.4512601077843431;0.39063027332433786;-0.055819877901305624
Estonie;Europe;1981;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1982;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1983;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1984;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6275737746229004;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1985;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1986;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1987;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1988;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1989;1980;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1990;1990;-0.5971648750223358;-0.47838996604163064;-0.6119482981117739;0.1785768335302379;-0.6417452446288457;-0.45126013820115785;-0.15660412871353183;-0.31553361643216565
Estonie;Europe;1991;1990;-0.5971648547987873;-0.4783899487761196;-0.6119482744005761;0.17857682766390337;-0.6417452446288457;-0.45126012202362736;-1.0412001922168845;-0.3766708912389589
Estonie;Europe;1992;1990;-0.5971648736933459;-0.4787113736411662;-0.6119482965535931;0.17857683314473188;-0.6407277635047914;-0.45126013713805196;-0.9551677544457194;-0.3770379439157957
